Nombre;Especie;Raza;Sexo;Edad_Años;Peso;Tamaño;Color_Pelaje;Apto_Con;Condicion_Especial;Desparasitado;Esterilizado;Con_Microchip;Vacunado;Adoptado;Caracter_Necesidad;Historia_Breve;Biografia_Final
OSO;Perro;Husky Siberiano;Macho;2;25;Grande;Blanco, Gris, Pelo Semilargo, Ojos Azules;Ejercicio Intenso,Jardín Vallado Alto,Dueños Activos y Experimentados,Entrenamiento de Escape;Ansiedad por Separación (Severa);Sí;Sí;Sí;Sí;No;Inquieto,Enérgico,Curioso,Excavador,Aullador,Escapista;Oso fue abandonado por vecinos que se quejaban de sus aullidos al quedarse solo. Es un perro muy inteligente y cariñoso, pero su ansiedad y su instinto escapista son un desafío.;Oso es un perro majestuoso y un torbellino de energía, con la inteligencia y curiosidad típicas de su cruce. Requiere una actividad física intensa y estimulación mental constante. Su principal desafío es la Ansiedad por Separación (Severa), por lo que necesita un protocolo de entrenamiento riguroso y no es apto para pasar largas horas solo. Es un escapista nato y su futuro hogar debe contar con un jardín muy alto y reforzado y un dueño experimentado y comprometido.
PANTERA;Gato;Europeo;Hembra;8;4.5;Mediano;Negro, Pelo Corto;Casa Interior Exclusiva,Hogar Silencioso,Compañía Humana,Rutina Estable;Enfermedad Renal Crónica;Sí;Sí;Sí;Sí;No;Senior,Tranquila,Dulce,Faldera,Tímida (Inicialmente),Baja Energía;Pantera fue rescatada de una colonia y se le diagnosticó Enfermedad Renal Crónica. Necesita una dieta específica y controles. Es extremadamente cariñosa una vez que coge confianza.;Pantera es una gata senior, elegante y de corazón tierno. Es muy tímida al principio, pero una vez que se siente segura, se convierte en una sombra dulce y ronroneadora. Pantera padece Enfermedad Renal Crónica y necesita un dueño que se comprometa a proporcionarle su dieta terapéutica exclusiva y visitas de control veterinario regulares. Es la compañera perfecta para un hogar tranquilo que le dé una vida interior estable y mucho amor.
TRAMPAS;Perro;Podenco;Macho;3;18;Mediano;Canela, Pelo Corto;Jardín Reforzado,Correa Larga,Juegos de Búsqueda,Dueños Pacientes y Activos;Miedo a los Fuegos Artificiales y Ruidos Fuertes;Sí;Sí;Sí;Sí;No;Podenco,Enérgico,Instinto de Caza,Leal,Miedoso,Juguetón;Trampas fue rescatado de un cazador. Tiene una energía inagotable y un fuerte instinto de presa, pero es un perro muy dulce y leal a su familia. Su sensibilidad a los ruidos es marcada.;Trampas es un perro noble y atlético, con la energía y el instinto cazador propios de su cruce. Necesita hacer mucho ejercicio y tener un jardín reforzado y seguro, ya que su instinto le puede llevar a saltar o escapar. Es un perro muy dulce con su familia, pero sufre de Miedo a los Fuegos Artificiales y Ruidos Fuertes, por lo que necesita un protocolo de seguridad durante las épocas festivas y un hogar tranquilo y paciente que le dé apoyo.
PIMIENTA y SAL;Gato;Europeo;Hembra y Macho;1;3.5;Mediano;Negro y Blanco, Pelo Corto;Adopción Conjunta Obligatoria,Juego,Casa Interior Exclusiva,Gatos Jóvenes;No;Sí;Sí;Sí;Sí;No;Duo,Hermanos,Juguetones,Curiosos,Traviesos,Inseparables,Afectivos;Pimienta y Sal son hermanos de una camada rescatada y tienen un vínculo muy fuerte. Son jóvenes, llenos de energía y siempre están jugando juntos.;Pimienta y Sal son un dúo de hermanos jóvenes e inseparables cuya adopción conjunta es obligatoria. Son pura energía y diversión: se pasan el día persiguiéndose, jugando a las luchas y durmiendo acurrucados. Sal es el más aventurado, mientras que Pimienta es más observadora. Son ideales para un hogar que pueda proporcionarles mucho juego y enriquecimiento, y que busque la alegría doble que solo una pareja de gatos puede ofrecer.
DALIA;Perro;Bulldog Francés;Hembra;4;12;Pequeño;Atigrado Gris, Pelo Corto;Casa Interior (Clima Fresco),Paseos Cortos,Higiene de Pliegues,Dueños con Experiencia Braquicéfala;Síndrome Braquicefálico;Sí;Sí;Sí;Sí;No;Juguetona,Roncadora,Cabezota,Glotona,Afectiva,Baja Resistencia;Dalia fue entregada porque sus dueños no podían manejar su respiración y sus ronquidos. Necesita dueños conscientes de los cuidados que requiere una raza braquicéfala.;Dalia es una perrita adorable y cómica, con el temperamento juguetón y algo glotón de su cruce. Padece Síndrome Braquicefálico, lo que significa que necesita ejercicio muy moderado, protección estricta contra el calor y atención a su respiración. También requiere una higiene regular de los pliegues de su cara. Es extremadamente cariñosa y busca una familia que esté preparada para estos cuidados especiales y que la adore por su gran corazón.
WIZARD;Gato;Europeo;Macho;3;4.1;Mediano;Atigrado Marrón, Pelo Corto;Casa Interior Exclusiva,Acceso Fáciles (Rampas),Juego Moderado,Paciencia;Paraparesia (Parálisis Parcial de Patas Traseras);Sí;Sí;Sí;Sí;No;Especial,Luchador,Cariñoso,Curioso,Adaptable,Fuerte,Independiente;Wizard fue atropellado de pequeño, resultando en una parálisis parcial de sus patas traseras. Se desplaza arrastrándose, pero es totalmente independiente, usa su caja de arena y es muy feliz.;Wizard es un gato extraordinariamente adaptable y valiente, que no deja que su Paraparesia limite su vida. Se arrastra para moverse con sorprendente velocidad y es completamente independiente. Necesita un hogar 100% interior con alfombras o rampas para facilitar su movilidad. A pesar de su discapacidad, es muy juguetón, extremadamente cariñoso y busca una familia que se centre en su inmensa alegría de vivir, más que en sus patas.
TINY;Perro;Chihuahua/Pincher;Hembra;5;3;Mini;Negro, Pelo Corto;Dueños Pacientes,Entrenamiento Continuo (Conducta),Hogar Sin Perros (Inicialmente),Casa Interior;Reactividad (Perros Desconocidos);Sí;Sí;Sí;Sí;No;Pequeña,Nerviosa,Protectora,Ladrido Fácil,Valiente,Cariñosa (Familia);Tiny fue criada con muy poca socialización y es muy protectora de sus dueños. Es adorable en casa, pero "odia" a otros perros en la calle y ladra intensamente.;Tiny es una perrita diminuta con una personalidad gigante y el corazón de una leona. Es profundamente cariñosa y leal con su familia, pero sufre de Reactividad (Perros Desconocidos), lo que se traduce en ladridos y nerviosismo durante los paseos. Necesita dueños tranquilos y pacientes que estén dispuestos a continuar con el entrenamiento de conducta para manejar sus inseguridades. Es ideal como perro único en un hogar que le dé el liderazgo y la seguridad que busca.
ZAR;Gato;Bengal;Macho;2;5.5;Grande;Marrón Moteado (Spotted Tabby), Pelo Corto;Casa Interior Exclusiva,Enriquecimiento Ambiental Alto,Juegos Interactivos Diarios (Intensos),Dueños con Experiencia Felina;No;Sí;Sí;Sí;Sí;No;Enérgico,Curioso,Cazador,Juguetón (Intenso),Hablador,Inteligente;Zar es un cruce de Bengal con una personalidad salvaje en el mejor sentido. Sus antiguos dueños no podían proporcionarle suficiente estimulación.;Zar es un gato joven y muy activo que conserva el espíritu salvaje de su cruce, lo que se traduce en una necesidad de juego interactivo intenso y diario. Su inteligencia requiere un enriquecimiento ambiental alto (ruedas de ejercicio, puzzles). Es un gato curioso, seguro de sí mismo y muy "hablador", pero no es un gato de regazo. Es un compañero de aventuras para dueños con experiencia felina que disfruten interactuando y desafiando a su mascota.
HÉCTOR;Perro;Pastor Alemán/Samoyedo;Macho;6;35;Grande;Blanco, Pelo Largo y Denso;Dueños Pacientes,Hogar Silencioso,Sin Niños,Sin Contacto Inicial con Extraños (Solo dentro del hogar);Miedo (Personas Desconocidas);Sí;Sí;Sí;Sí;No;Tímido,Miedoso,Leal (Familia),Observador,Baja Confianza,Senior (Actitud);Héctor fue encontrado vagando y demuestra un profundo miedo a los extraños, especialmente cuando invaden su espacio. Es dulce y tranquilo con las personas que ya conoce en el refugio.;Héctor es un perro de gran belleza, pero con una historia que le ha dejado secuelas. Sufre de Miedo (Personas Desconocidas) y necesita un hogar adulto, muy tranquilo y paciente, que respete sus tiempos y evite obligarle a interactuar. Es un perro extremadamente leal y tranquilo una vez que establece un vínculo. Busca un dueño que entienda que la confianza se gana lentamente y que esté dispuesto a manejar sus paseos de forma calmada, evitando las multitudes. Su grueso pelaje requiere cepillado regular.
ABUELO;Gato;Europeo;Macho;18;3.0;Pequeño;Gris y Blanco, Pelo Corto;Casa Interior Exclusiva,Hogar Silencioso,Calidez Constante,Dueños Seniors o Tranquilos;Osteoartritis Severa;Sí;Sí;Sí;Sí;No;Ultra-Senior,Frágil,Faldero,Dulce,Ronroneador,Lento,Tranquilo;Abuelo fue abandonado en un estado muy frágil. Tiene una edad avanzada y problemas severos de movilidad en las articulaciones. Es extremadamente dulce y faldero.;Abuelo es un gato ultra-senior que solo pide un lugar cálido para pasar sus últimos años. Es increíblemente dulce y pasa la mayor parte del día durmiendo o pidiendo mimos en el regazo. Padece Osteoartritis Severa, lo que significa que su movilidad es muy limitada. Necesita un hogar sin escaleras, con su comida, agua y caja de arena de fácil acceso. Busca un dueño tranquilo y paciente que le proporcione el máximo confort y amor incondicional en su jubilación.
KAOS;Perro;Malinois/Pastor Holandés;Macho;3;28;Grande;Atigrado (Brindle), Pelo Corto;Dueños Deportistas,Trabajo Mental Diario (Olfato, Obediencia Avanzada),Sin Niños Pequeños,Sin Primerizos;No;Sí;Sí;Sí;Sí;No;Enérgico,Trabajador,Inteligente,Dominante (Otros Perros),Hiperactivo,Obediente (Con Entrenador);Kaos fue rescatado de una perrera donde su nivel de energía y necesidad de trabajo estaban fuera de control. Es un perro de trabajo que necesita un dueño que entienda su raza.;Kaos es un perro de trabajo intenso con una mente brillante y un motor inagotable. Es fundamental que su familia sea deportiva y experimentada, capaz de proporcionarle un trabajo mental diario a través de deportes caninos o entrenamiento avanzado, además de ejercicio físico. Es leal y protector, pero debido a su fuerte carácter y potencial dominancia con otros perros, necesita un manejo firme y experto. No es apto para la vida sedentaria. Su felicidad depende de tener una misión.
BAMBÚ;Gato;Siamés;Hembra;10;4.3;Mediano;Point Azul, Pelo Corto;Mimos Constantes,Hogar Silencioso,Control Veterinario Periódico;Gingivitis/Periodontitis;Sí;Sí;Sí;Sí;No;Senior,Habladora,Faldera,Demandante (Mimos),Cariñosa,Limpia;Bambú fue rescatada de una colonia y se le diagnosticaron problemas dentales crónicos (gingivitis/periodontitis). Es una gata muy comunicativa y afectuosa, típica de los siameses.;Bambú es una gata senior, de temperamento dulce y muy "habladora", que adora la compañía humana y pide mimos constantemente. Padece Gingivitis/Periodontitis crónica, lo que hace necesario que mantenga una higiene dental y controles veterinarios periódicos para evitar el dolor. Busca un hogar tranquilo y silencioso donde pueda ser el centro de atención. Es una compañera leal y afectuosa que, con los cuidados dentales apropiados, tiene muchos años de amor que ofrecer.
SASHA;Perro;Akita Inu;Hembra;4;32;Grande;Atigrado Rojizo, Pelo Semilargo;Dueños con Experiencia Akita/Razas Primitivas,Hogar Sin Perros Pequeños/Gatos,Entrenamiento de Socialización Consistente;No;Sí;Sí;Sí;Sí;No;Independiente,Reservada,Protectora,Fuerte,Obediente (Conocidos),Desconfiada (Extraños);Sasha es un cruce de Akita, y como tal, es muy reservada y desconfiada con los extraños. Necesita un dueño que respete su espacio y entienda su carácter.;Sasha es una perra de presencia imponente y carácter reservado. Es extremadamente leal y afectuosa con su círculo íntimo, pero mantiene una profunda desconfianza hacia los extraños, típica de su cruce. Requiere un dueño con experiencia en razas primitivas que respete su independencia y trabaje su socialización de forma pausada. No es apta para hogares con mascotas pequeñas debido a su fuerte instinto de presa. Es una compañera tranquila en casa, pero necesita un manejo responsable en la calle.
TRUENO;Gato;Europeo;Macho;0;2.5;Pequeño;Calicó (Tricolor), Pelo Corto;Muchos Juguetes,Compañía de Gato Joven o Dueño Activo,Redes en Ventanas/Balcones;No;Sí;Sí;Sí;Sí;No;Cachorro,Hiperactivo,Juguetón (Intenso),Curioso,Trepador,Amigable,Aventurero;Trueno es un cachorro de 5 meses rescatado de una camada, lleno de energía y entusiasmo. No para de jugar y explorar, y necesita mucha actividad.;Trueno es un cachorro de 5 meses con un nombre que le hace honor: ¡es un torbellino de energía! Es un explorador nato, le encanta trepar y saltar, y convierte cualquier objeto en un juguete. Necesita un hogar donde el juego intenso y las sesiones de enriquecimiento sean diarios. Es muy sociable y se beneficiaría enormemente de la compañía de otro gato joven y juguetón. Es esencial que su hogar sea a prueba de escapes, con redes de seguridad, para mantener a este pequeño aventurero a salvo.
WALT;Perro;Beagle;Macho;7;14;Mediano;Tricolor (Negro, Blanco, Canela), Pelo Corto;Jardín Cercado,Paseos con Correa Larga (Instinto de Olfato),Dueños Pacientes,Compañía Humana Frecuente;Temblores y Ansiedad (Objetos Nuevos/Grandes);Sí;Sí;Sí;Sí;No;Senior,Olfateador,Ladrador (Moderado),Cariñoso,Ansioso,Comilón;Walt fue encontrado abandonado y es muy sensible a los ruidos y a la presencia de objetos desconocidos o grandes (como aspiradoras). Es un Beagle típico en casa: dulce y leal.;Walt es un Beagle senior de corazón dulce que, como buen olfateador, disfruta de los paseos tranquilos siguiendo rastros. Sin embargo, sufre de Temblores y Ansiedad ante objetos nuevos o ruidos fuertes, lo que indica que necesita un hogar calmado y paciente, libre de estrés y con rutinas estables. Es muy cariñoso y leal, y se lleva bien con otros perros tranquilos. Su instinto de caza requiere que su jardín esté perfectamente cercado y que siempre lleve correa en la calle.
ECLIPSE;Gato;Europeo;Hembra;5;4.0;Mediano;Negro, Pelo Corto;Casa Interior Exclusiva,Hogar Tranquilo,Muebles Estables (Sin Cambios Constantes),Dueños Calmos;Ceguera Total;Sí;Sí;Sí;Sí;No;Ciega,Adaptable,Cariñosa,Dependiente (Inicialmente),Curiosa,Tranquila;Eclipse perdió la vista debido a una infección ocular severa no tratada. Se ha adaptado perfectamente a su ceguera y usa el oído y el olfato para orientarse.;Eclipse es una gata dulce y adaptable que, a pesar de su Ceguera Total, lleva una vida sorprendentemente normal. Es muy cariñosa y se orienta perfectamente en espacios familiares, por lo que necesita un hogar 100% interior donde los muebles se mantengan estables. Confía mucho en sus humanos y busca una familia paciente que le ofrezca un entorno tranquilo y seguro. Una vez que memoriza su espacio, es juguetona y extremadamente afectiva.
MAXI;Perro;Doberman/Rottweiler;Macho;5;40;Grande;Negro y Fuego, Pelo Corto;Dueños Experimentados (Manejo de Perros Grandes),Sin Perros/Gatos,Refuerzo de Límites,Adiestramiento Continuo;Reactividad (Territorialidad);Sí;Sí;Sí;Sí;No;Fuerte,Protector,Leal,Dominante,Territorial,Alerta,Seguro;Maxi es un perro poderoso con un fuerte instinto de protección. Sus antiguos dueños no supieron manejar su territorialidad, resultando en incidentes en casa con visitantes.;Maxi es un perro imponente, leal y extremadamente protector con su familia, pero sufre de Reactividad (Territorialidad). Necesita un dueño experimentado y fuerte que sepa establecer límites claros y mantener un liderazgo constante, especialmente en presencia de extraños. Por su tamaño y carácter, no es apto para principiantes ni para convivir con otras mascotas. Con el manejo adecuado, es un compañero seguro, afectuoso y vigilante para un hogar adulto que entienda sus necesidades de trabajo y estructura.
